,SVM,DecTree,Percep,SGD,RandF,LogR,KNN,GauNB
1515,1,1,0,1,0,0,0,0
1516,0,1,1,1,1,1,0,0
1517,1,0,1,1,0,1,0,0
1518,0,1,1,1,1,1,1,0
1519,0,1,1,1,1,0,1,0
1520,1,1,1,0,1,1,1,0
1521,1,1,1,0,1,1,1,1
1522,1,1,1,0,1,1,1,1
1523,1,1,1,1,1,0,1,1
1524,1,0,1,1,1,0,0,1
1525,0,0,1,1,0,0,0,0
1526,0,0,1,1,0,0,1,0
1527,1,1,1,0,1,1,1,1
1528,1,1,1,1,1,1,1,1
1529,0,1,1,1,1,1,1,1
1530,1,1,1,0,1,1,1,1
1531,0,1,1,1,1,1,1,1
1532,0,1,1,0,1,1,1,1
1533,0,1,1,0,1,1,0,0
1534,0,1,0,1,1,0,1,0
1535,0,1,1,1,1,1,1,1
1536,1,1,1,0,1,0,1,1
1537,1,1,1,0,1,1,1,0
1538,1,1,1,1,1,1,0,1
1539,1,1,1,1,1,1,1,1
1540,0,1,1,1,1,1,0,0
1541,1,1,1,0,1,0,1,0
1542,0,1,1,1,1,1,1,0
1543,1,1,1,1,1,1,1,1
1544,0,1,1,1,1,1,0,1
1545,0,1,0,1,1,1,1,1
1546,1,1,1,1,1,1,1,1
1547,0,0,1,0,1,0,0,0
1548,0,1,0,1,1,1,1,0
1549,0,1,1,1,1,0,0,0
1550,0,1,1,0,1,1,0,0
1551,0,1,1,0,1,1,1,0
1552,1,1,1,1,1,1,1,1
1553,1,1,1,1,1,1,1,1
1554,1,1,1,1,0,0,1,0
1555,0,1,0,1,1,1,1,1
1556,0,1,1,1,1,1,0,1
1557,1,1,1,1,0,0,1,0
1558,0,1,1,1,0,0,1,0
1559,1,1,1,1,1,1,1,1
1560,1,1,1,1,1,1,1,1
1561,1,1,1,1,1,1,1,1
1562,0,1,0,1,1,1,1,0
1563,1,1,0,1,1,1,1,1
1564,1,1,1,1,1,1,1,1
1565,1,1,0,1,1,1,0,0
1566,0,1,1,0,1,1,1,1
1567,1,0,0,1,0,1,0,0
1568,0,1,0,0,1,1,1,0
1569,1,1,1,1,1,1,1,1
1570,0,0,0,0,0,0,0,0
1571,0,0,0,1,0,0,0,0
1572,1,1,0,0,1,0,1,1
1573,0,1,1,1,1,1,1,1
1574,1,0,0,0,0,0,0,1
1575,0,0,0,0,0,0,0,0
1576,0,0,0,1,1,0,0,0
1577,0,0,0,0,0,0,0,0
1578,1,0,0,1,0,0,0,1
1579,0,0,0,1,0,0,0,0
1580,0,0,0,0,0,0,0,0
1581,1,0,0,0,0,0,1,0
1582,0,1,1,1,0,0,0,0
1583,0,1,1,1,0,0,1,0
1584,1,0,1,1,0,0,1,0
1585,0,0,0,1,0,0,0,0
1586,0,0,0,1,1,0,0,0
1587,0,0,0,0,0,0,0,0
1588,0,0,1,1,1,1,0,1
1589,0,0,1,0,0,0,0,0
1590,0,0,0,0,0,1,1,0
1591,0,0,1,1,0,0,0,0
1592,1,0,0,0,1,1,0,1
1593,0,0,0,1,0,0,0,0
1594,0,0,1,0,0,0,0,1
1595,0,0,1,1,0,0,0,0
1596,0,0,0,1,0,0,0,0
1597,0,0,1,1,0,0,0,0
1598,0,0,0,0,0,0,0,0
1599,1,0,1,1,0,1,0,0
1600,1,0,1,0,0,1,0,0
1601,1,0,1,0,0,1,0,0
1602,0,0,1,1,0,0,0,0
1603,1,0,1,1,1,1,0,1
1604,0,1,1,1,1,0,1,0
1605,1,0,0,1,0,0,0,1
1606,0,0,1,1,0,0,0,0
1607,0,0,0,1,0,0,0,0
1608,0,1,1,1,1,0,1,1
1609,0,0,0,0,0,0,0,0
1610,0,0,1,0,0,0,0,0
1611,0,0,0,1,0,1,0,0
1612,1,0,1,1,0,0,0,0
1613,1,0,1,1,0,1,1,1
1614,1,0,1,0,0,0,1,0
1615,1,1,0,1,1,1,1,1
1616,0,0,1,1,0,0,0,0
1617,0,0,1,0,0,0,0,0
1618,0,0,0,0,0,0,0,0
1619,0,0,0,0,0,0,0,0
1620,1,0,1,1,0,0,0,0
1621,0,0,0,1,0,1,0,0
1622,0,0,0,0,0,0,0,0
1623,1,0,1,1,0,0,1,0
1624,0,0,0,1,0,0,0,0
1625,0,0,0,1,1,1,0,1
1626,0,0,1,0,0,1,1,0
1627,1,1,1,1,1,1,1,1
1628,0,0,1,1,0,0,0,0
1629,0,0,1,1,0,0,1,0
1630,1,0,0,0,0,0,0,0
1631,1,0,0,0,1,1,0,1
1632,0,0,0,1,0,0,0,0
1633,0,0,1,0,0,0,0,0
1634,0,0,0,1,0,0,0,0
1635,0,0,1,0,1,1,0,0
1636,0,0,0,1,0,0,0,0
1637,0,1,1,1,1,1,1,1
1638,0,1,1,1,0,0,1,1
1639,0,1,0,1,1,1,0,0
1640,1,0,0,1,0,0,0,0
1641,1,1,0,1,1,1,1,0
1642,0,1,1,1,0,0,0,0
1643,0,0,0,1,0,1,0,0
1644,0,1,1,0,1,1,1,0
1645,1,0,0,1,0,0,1,0
1646,0,0,1,1,1,1,0,0
1647,0,0,1,0,0,1,1,0
1648,1,0,1,1,1,1,0,1
1649,0,0,0,0,0,0,0,0
1650,0,1,1,1,1,1,1,1
1651,0,0,1,0,0,0,0,0
1652,0,0,1,0,0,0,0,0
1653,0,1,1,0,1,1,1,0
1654,0,1,1,1,1,1,1,1
1655,0,1,1,1,1,1,1,1
1656,0,0,1,1,0,0,0,0
1657,1,0,1,1,0,0,0,0
1658,0,0,0,0,0,0,1,0
1659,0,1,1,1,1,1,1,1
1660,0,1,0,1,1,1,1,0
1661,0,1,1,0,1,1,1,1
1662,0,1,1,1,1,1,0,0
1663,0,1,1,0,1,1,1,1
1664,0,1,1,1,1,1,0,1
1665,1,1,1,1,1,1,1,0
1666,0,0,1,1,0,0,0,0
1667,0,0,1,1,1,1,0,1
1668,0,1,0,1,1,1,0,0
1669,0,0,1,1,0,1,0,0
1670,1,1,1,1,1,1,1,0
1671,0,0,1,1,0,0,0,0
1672,0,0,1,1,0,1,1,0
1673,1,0,1,0,0,0,0,0
1674,0,0,1,1,0,1,1,0
1675,0,1,1,1,1,1,1,0
1676,1,0,1,1,0,1,0,1
1677,0,1,1,1,1,1,1,0
1678,0,1,0,0,1,1,1,0
1679,0,0,1,0,0,0,0,0
1680,0,1,0,1,1,1,0,0
1681,1,1,1,1,1,1,1,1
1682,1,1,1,0,1,1,1,0
1683,0,0,1,0,0,1,0,0
1684,0,0,1,1,0,0,0,0
1685,0,1,1,0,1,1,1,1
1686,0,0,1,1,0,1,0,1
1687,0,0,0,1,0,0,0,0
1688,0,1,1,0,1,1,0,1
1689,1,1,1,1,1,1,1,1
1690,1,1,1,0,0,1,0,0
1691,0,1,1,0,0,0,0,0
1692,0,0,1,1,0,0,0,0
1693,1,1,0,0,1,1,1,1
1694,0,1,1,1,1,1,1,1
1695,1,0,1,1,0,1,0,0
1696,1,1,0,1,1,1,1,1
1697,1,0,1,1,0,1,1,1
1698,0,1,1,1,1,1,1,1
1699,1,1,1,0,0,0,1,1
1700,1,1,1,0,1,1,1,1
1701,1,1,1,1,1,1,1,1
1702,0,0,1,1,0,0,0,0
1703,0,0,0,1,0,0,0,0
1704,0,1,1,0,0,0,1,0
1705,1,0,1,0,0,0,1,1
1706,0,0,0,0,0,0,0,0
1707,1,1,0,0,1,1,0,1
1708,0,0,1,1,0,0,0,0
1709,1,0,1,0,0,1,1,0
1710,1,1,1,1,1,1,1,1
1711,1,0,0,1,0,1,0,0
1712,1,1,1,1,1,1,1,1
1713,1,0,0,1,0,0,0,0
1714,0,0,0,1,0,0,0,0
1715,0,0,0,0,0,0,0,0
1716,0,0,0,1,0,0,0,0
1717,0,1,0,1,1,1,1,1
1718,0,1,1,0,1,1,0,1
1719,0,0,1,0,0,0,0,0
1720,0,0,0,1,0,0,0,0
1721,0,1,0,1,1,1,1,0
1722,0,1,1,1,0,0,1,0
1723,0,1,1,1,1,1,0,1
1724,0,0,0,1,0,0,1,0
1725,0,0,0,0,0,0,0,0
1726,1,0,1,1,0,0,0,1
1727,0,1,0,0,1,1,1,0
1728,0,0,1,1,0,0,0,0
1729,0,0,1,1,1,1,1,0
1730,1,0,1,0,0,0,1,1
1731,1,1,1,1,1,1,1,1
1732,1,0,1,0,1,1,0,1
1733,1,1,1,1,1,0,1,1
1734,0,1,1,1,0,1,1,1
1735,0,0,0,0,0,0,0,0
1736,1,0,1,1,1,1,0,1
1737,0,0,0,1,0,0,0,0
1738,0,1,1,1,1,1,1,1
1739,1,0,1,0,1,1,0,0
1740,0,0,1,1,0,0,0,0
1741,1,1,1,0,0,0,1,1
1742,0,0,0,1,0,0,0,0
1743,0,0,1,1,1,0,1,0
1744,1,1,1,0,1,1,1,1
1745,0,0,1,0,0,0,1,0
1746,0,0,1,1,0,0,0,0
1747,0,0,1,1,0,1,0,0
1748,0,1,1,1,1,1,1,1
1749,0,0,1,1,0,0,0,1
1750,0,0,1,1,0,0,0,0
1751,0,0,1,1,0,1,1,1
1752,0,0,1,0,0,0,0,0
1753,0,0,1,0,1,1,0,1
1754,1,0,1,0,0,0,0,0
1755,0,0,0,0,0,0,1,0
1756,0,0,1,1,0,0,0,0
1757,0,0,1,1,0,0,0,0
1758,0,0,1,0,1,0,0,0
1759,1,0,0,1,0,0,0,0
1760,0,0,0,1,0,0,0,0
1761,1,0,1,1,0,0,1,0
1762,1,0,1,0,1,1,0,1
1763,0,1,1,1,1,1,1,1
1764,1,0,0,1,1,1,0,1
1765,0,0,0,0,0,0,0,0
1766,0,0,1,0,0,0,0,0
1767,0,0,1,1,0,0,0,0
1768,0,0,1,1,0,0,0,0
1769,1,0,1,0,1,1,0,1
1770,0,0,1,1,1,1,1,1
1771,1,0,1,1,0,0,0,1
1772,0,0,1,0,0,0,0,0
1773,1,0,1,1,1,1,1,1
1774,0,0,1,0,0,0,0,0
1775,0,0,1,1,0,0,0,0
1776,1,0,0,0,1,1,1,1
1777,0,0,1,0,0,0,0,0
1778,0,1,1,1,1,1,1,1
1779,0,0,1,0,0,0,0,0
1780,0,0,0,1,0,0,0,0
1781,0,0,1,0,0,0,1,0
1782,1,0,1,0,0,0,0,1
1783,0,0,1,0,0,0,1,0
1784,1,1,1,1,0,0,0,0
1785,0,0,0,1,0,0,0,0
1786,0,0,1,0,0,0,0,0
1787,1,0,1,1,0,0,0,0
1788,0,0,1,0,0,0,0,0
1789,0,0,1,0,0,0,0,0
1790,0,0,1,0,0,0,0,0
1791,0,0,0,0,0,0,0,0
1792,0,1,1,0,1,1,1,1
1793,0,0,1,1,0,0,0,0
1794,1,1,1,1,0,1,1,0
1795,1,0,1,1,0,0,0,0
1796,0,1,1,1,0,1,1,1
1797,0,0,1,0,0,0,0,0
1798,0,0,1,0,0,0,0,0
1799,0,1,1,0,1,1,1,1
1800,1,1,1,0,1,1,1,1
1801,0,0,1,1,0,0,0,0
1802,0,1,1,1,1,1,1,1
1803,0,1,1,0,1,1,0,0
1804,0,0,1,0,0,0,0,0
1805,0,1,1,0,1,0,1,1
1806,0,1,1,0,1,1,1,1
1807,0,0,1,1,0,1,1,1
1808,0,0,1,1,0,0,0,0
1809,0,0,1,0,0,0,0,0
1810,1,0,1,0,0,0,1,0
1811,0,1,1,1,1,1,1,1
1812,0,1,1,0,1,1,1,1
1813,1,0,1,1,0,0,0,0
1814,1,1,1,1,1,1,1,1
1815,1,1,1,1,1,1,1,1
1816,1,1,1,1,1,1,1,1
1817,1,0,0,1,0,0,0,0
1818,1,1,1,1,1,1,1,1
1819,1,1,1,1,1,1,1,1
1820,0,1,1,1,1,1,1,1
1821,0,0,1,1,1,1,1,0
1822,0,1,1,1,1,1,1,1
1823,0,0,1,1,0,0,0,0
1824,0,1,1,0,1,1,1,1
1825,0,1,1,1,1,1,1,1
1826,0,1,1,0,1,1,1,1
1827,0,1,1,1,1,1,1,1
1828,1,1,1,1,0,0,1,1
1829,0,0,1,1,0,0,0,0
1830,0,1,0,0,1,1,1,0
1831,1,1,1,0,1,1,1,1
1832,1,1,0,1,1,1,1,0
1833,0,0,1,1,0,0,1,0
1834,0,0,0,0,0,0,1,0
1835,1,1,1,0,1,1,1,1
1836,1,1,1,1,1,1,1,1
1837,0,0,1,0,0,0,0,0
1838,0,1,1,1,1,1,1,1
1839,0,1,1,1,1,1,0,1
1840,0,1,1,1,1,1,1,1
1841,1,1,1,1,1,1,1,1
1842,0,0,1,0,0,0,0,0
1843,0,1,1,0,1,1,1,1
1844,0,1,1,0,1,1,1,1
1845,1,1,1,1,1,1,1,1
1846,0,1,1,1,1,1,0,1
1847,0,0,1,1,0,1,0,0
1848,0,1,1,1,1,1,1,1
1849,1,0,1,1,0,0,0,0
1850,0,0,1,1,0,0,0,0
1851,0,1,0,1,1,1,1,1
1852,0,1,1,1,1,1,1,1
1853,0,1,1,1,1,1,1,1
1854,0,1,1,1,1,0,0,0
1855,0,1,1,1,1,1,1,1
1856,1,1,1,0,1,1,1,1
1857,1,1,1,1,0,0,0,0
1858,1,1,1,1,1,1,0,0
1859,0,1,1,1,1,1,1,1
1860,0,1,1,1,1,1,1,1
1861,1,1,1,0,0,0,1,1
1862,1,1,1,1,1,1,1,1
1863,0,1,1,1,1,1,1,1
1864,0,1,1,1,1,1,1,1
1865,0,1,1,1,1,1,1,1
1866,0,0,1,1,0,0,0,0
1867,1,1,1,1,1,1,1,1
1868,0,1,1,0,1,1,0,0
1869,1,0,0,0,0,0,0,0
1870,1,1,1,1,1,0,1,1
1871,1,1,1,0,1,1,1,1
1872,1,0,1,0,0,1,1,1
1873,0,0,1,1,0,0,0,0
1874,0,0,0,1,0,0,0,0
1875,0,0,1,1,0,0,1,0
1876,1,1,1,0,1,1,1,1
1877,1,1,1,0,1,1,1,1
1878,0,0,1,0,0,1,0,0
1879,1,1,1,1,1,1,1,1
1880,0,1,1,0,1,1,1,1
1881,0,1,1,0,1,1,1,1
1882,1,0,1,0,0,0,0,0
1883,0,1,1,0,1,1,1,1
1884,0,1,1,1,1,1,1,1
1885,0,1,1,1,1,1,1,1
1886,0,0,1,0,1,1,1,0
1887,1,1,1,0,1,1,1,1
1888,1,0,1,0,0,0,0,0
1889,1,1,1,0,1,1,1,1
1890,0,1,1,1,1,1,1,1
1891,1,1,1,1,1,1,1,1
1892,1,1,1,0,1,1,1,1
1893,1,1,1,0,0,0,1,1
1894,0,0,1,1,0,0,0,0
1895,0,1,1,0,1,1,1,0
1896,1,1,1,0,1,1,1,1
1897,1,1,0,1,1,1,1,0
1898,0,0,1,1,0,0,1,0
1899,1,0,0,1,0,0,1,0
1900,1,1,1,1,1,1,1,1
1901,0,1,1,0,1,1,1,1
1902,0,0,0,1,0,0,0,0
1903,1,1,1,1,1,1,1,1
1904,1,1,1,0,1,1,0,1
1905,1,1,1,0,1,1,1,1
1906,0,1,1,0,1,1,1,1
1907,0,0,1,0,0,0,0,0
1908,1,1,1,0,1,1,1,1
1909,1,1,1,1,1,1,1,1
1910,1,1,1,0,1,1,1,1
1911,0,1,1,0,1,1,0,1
1912,0,0,1,0,0,1,0,0
1913,1,1,1,1,1,1,1,1
1914,1,0,1,0,0,0,0,0
1915,0,0,1,1,0,0,0,0
1916,0,1,1,1,1,1,1,1
1917,0,1,1,1,1,1,1,1
1918,1,1,1,0,1,1,1,1
1919,0,1,1,1,0,0,0,0
1920,1,1,1,1,1,1,1,1
1921,1,1,1,1,1,1,1,1
1922,1,1,1,1,0,0,0,0
1923,1,1,1,0,1,1,0,0
1924,1,1,1,1,1,1,1,1
1925,1,1,1,0,1,1,1,1
1926,0,1,1,0,0,0,1,1
1927,1,1,0,0,1,1,1,1
1928,1,1,1,1,1,1,1,1
1929,0,0,1,0,0,0,0,0
1930,1,0,1,1,0,0,0,0
1931,1,0,1,1,0,0,0,0
1932,1,0,0,1,0,0,0,0
1933,1,0,1,0,0,0,1,0
1934,0,0,0,1,0,0,0,0
1935,0,0,1,1,0,0,0,0
1936,0,0,1,1,0,0,0,0
1937,1,1,1,1,1,1,1,1
1938,1,1,1,1,0,0,1,0
1939,0,0,1,1,0,0,0,0
1940,0,0,1,0,0,1,1,0
1941,0,0,1,0,0,0,0,0
1942,0,0,1,1,0,0,1,1
1943,0,0,1,0,0,0,0,0
1944,0,0,1,1,0,0,0,0
1945,0,0,1,1,0,0,0,0
1946,0,0,1,0,0,0,0,0
1947,0,1,1,1,1,1,1,1
1948,1,0,1,0,0,0,0,0
1949,1,1,1,1,1,1,1,1
1950,0,0,1,1,0,0,0,0
1951,0,1,0,0,1,1,1,1
1952,0,0,1,1,0,0,0,0
1953,0,0,1,0,0,0,0,0
1954,0,0,0,1,0,0,0,0
1955,0,0,0,1,0,0,0,0
1956,0,0,1,1,0,0,0,0
1957,1,0,1,0,0,1,1,0
1958,0,0,0,1,0,0,0,0
1959,0,0,1,1,0,1,1,0
1960,0,0,1,1,0,0,0,0
1961,1,0,1,0,0,0,0,0
1962,0,0,1,1,0,0,1,0
1963,0,0,1,1,0,0,0,0
1964,0,0,1,1,0,0,0,0
1965,1,0,1,0,1,1,0,1
1966,1,0,1,1,0,0,0,0
1967,0,0,1,0,0,0,1,0
1968,0,0,1,0,0,0,0,0
1969,0,0,1,0,0,0,1,0
1970,0,0,1,1,0,0,1,0
1971,1,0,1,0,0,0,0,0
1972,1,0,1,1,0,0,0,0
1973,1,0,1,0,0,0,0,1
1974,1,0,0,0,0,0,0,0
1975,0,1,1,0,1,1,1,1
1976,0,0,1,0,0,0,0,0
1977,1,0,1,1,0,0,0,0
1978,0,0,1,0,0,0,0,0
1979,0,0,1,0,0,0,1,0
1980,0,0,1,1,0,0,0,0
1981,1,0,1,1,0,0,0,0
1982,0,0,1,1,0,0,0,0
1983,0,1,1,0,0,0,0,0
1984,1,1,1,1,1,1,1,1
1985,1,1,1,0,1,1,1,1
1986,0,1,1,1,0,0,1,0
1987,1,1,1,1,0,1,1,0
1988,0,1,1,1,1,1,1,1
1989,1,0,1,1,0,0,0,0
1990,1,1,1,1,1,0,1,1
1991,1,1,1,1,1,1,1,1
1992,0,1,1,0,1,1,1,1
1993,0,0,0,0,0,0,0,0
1994,1,1,1,1,1,1,1,1
1995,1,1,1,0,1,1,0,1
1996,0,1,1,1,0,0,1,0
1997,0,1,1,1,1,1,1,1
1998,1,1,1,1,1,1,1,1
1999,1,0,1,1,1,1,0,1
2000,0,1,1,1,1,1,1,1
2001,0,1,1,1,1,0,1,1
2002,1,1,1,1,1,1,0,1
2003,1,1,1,1,1,1,1,1
2004,0,0,1,0,0,0,1,0
2005,1,1,1,0,1,1,1,0
2006,0,0,1,0,0,0,0,0
2007,0,0,1,0,0,1,1,1
2008,0,0,1,0,0,0,0,0
2009,1,1,1,1,0,0,1,0
2010,1,1,1,1,1,1,1,1
2011,1,1,1,0,1,1,1,1
2012,0,0,1,1,0,0,0,0
2013,1,1,1,0,1,1,1,1
2014,0,1,1,1,1,0,1,1
2015,0,1,1,1,1,1,1,1
2016,1,1,1,1,1,1,1,0
2017,1,0,1,1,0,0,0,0
2018,0,0,1,1,0,0,1,0
2019,0,0,1,1,0,0,0,0
2020,0,0,1,0,0,0,0,0
2021,0,0,1,0,0,0,0,0
2022,0,0,1,1,0,0,0,0
2023,0,0,1,0,0,0,0,0
2024,1,0,1,0,0,0,1,0
2025,0,0,1,1,0,0,1,0
2026,0,0,1,1,0,0,1,0
2027,0,0,1,1,0,0,0,0
2028,0,0,1,1,0,0,0,0
2029,0,0,1,1,0,0,0,0
2030,0,0,1,1,0,0,0,0
2031,1,1,1,1,0,1,1,1
2032,1,0,1,1,0,1,0,0
2033,0,0,1,1,0,0,0,0
2034,0,0,1,1,0,0,0,0
2035,0,0,1,1,0,0,0,0
2036,1,0,1,1,0,1,0,0
2037,0,0,0,1,0,0,0,0
2038,1,0,1,0,0,0,0,1
2039,1,0,1,1,0,0,1,0
2040,1,0,1,1,0,0,0,0
2041,1,1,1,0,0,1,1,1
2042,0,0,1,1,0,0,0,0
2043,0,0,0,1,0,0,0,0
2044,0,0,1,0,0,0,0,0
2045,1,0,1,0,0,0,0,1
2046,1,0,1,1,0,0,0,0
2047,0,0,1,0,0,0,0,0
2048,0,0,1,1,0,0,0,1
2049,1,0,0,1,0,0,0,0
2050,0,0,0,0,0,0,0,0
2051,1,1,1,1,0,0,1,1
2052,0,1,1,0,1,1,1,1
2053,1,0,1,1,0,0,0,1
2054,0,0,0,0,0,0,0,0
2055,0,0,0,1,0,0,0,0
2056,0,0,0,1,0,0,0,0
2057,0,1,1,1,1,0,1,0
2058,1,1,0,1,1,1,1,1
2059,0,0,0,0,0,0,0,0
2060,0,0,0,1,0,0,0,0
2061,0,0,0,1,0,0,0,0
2062,1,0,0,1,0,0,0,0
2063,0,0,0,1,0,0,0,0
2064,0,1,0,1,1,1,1,1
2065,1,1,0,0,1,1,1,1
2066,0,0,0,1,0,0,0,0
2067,0,1,1,1,1,1,1,1
2068,0,0,0,1,0,0,0,0
2069,0,0,0,1,0,1,0,0
2070,1,0,1,0,0,1,1,1
2071,0,0,1,0,1,0,1,1
2072,0,1,1,1,1,1,1,1
2073,0,0,0,1,1,1,0,1
2074,0,1,1,1,0,0,0,1
2075,0,1,1,1,1,1,1,1
2076,1,1,0,1,1,1,1,1
2077,1,1,1,0,1,1,1,0
2078,0,0,1,1,0,0,0,0
2079,0,0,1,1,0,0,0,0
2080,0,1,1,1,1,1,1,1
2081,0,0,0,1,0,0,0,0
2082,0,1,0,1,0,0,0,0
2083,1,0,1,1,0,0,0,0
2084,0,0,0,1,0,0,0,0
2085,1,1,1,0,1,1,1,1
2086,1,1,1,1,1,1,1,1
2087,1,1,0,1,1,1,1,1
2088,1,0,1,1,0,0,0,0
2089,1,1,0,0,1,1,1,0
2090,1,0,0,1,0,0,0,0
2091,1,1,1,1,1,0,1,1
2092,0,1,1,1,1,1,1,1
2093,0,1,1,0,1,1,1,1
2094,1,1,0,0,1,1,1,0
2095,1,1,1,1,1,1,1,1
2096,0,0,1,0,0,0,0,0
2097,1,1,1,1,1,0,1,1
2098,0,1,1,0,1,1,1,1
2099,1,1,0,1,1,1,0,0
2100,1,1,1,1,1,1,0,1
2101,1,1,1,0,1,1,1,1
2102,0,1,0,1,1,1,1,1
2103,1,1,1,1,1,1,1,1
2104,1,1,0,1,1,1,1,0
2105,0,1,1,0,1,1,1,1
2106,0,1,1,1,1,0,1,1
2107,0,1,1,0,1,1,1,1
2108,1,1,1,1,1,1,1,1
2109,1,1,0,1,1,1,1,1
2110,1,1,1,1,1,1,1,1
2111,1,1,1,0,1,1,1,1
2112,1,1,0,0,0,0,1,0
2113,0,1,0,0,1,1,1,0
2114,0,1,0,1,0,0,1,0
2115,0,1,1,0,1,1,1,1
2116,0,1,1,1,1,1,1,0
2117,1,1,1,0,1,1,1,0
2118,0,1,0,1,0,0,1,0
2119,1,1,1,0,1,1,1,1
2120,0,1,1,1,1,1,1,1
2121,0,1,1,0,1,0,0,0
2122,0,1,1,1,1,0,1,1
2123,1,1,1,1,1,1,1,1
2124,1,0,1,0,1,0,0,1
2125,1,1,1,1,1,1,1,1
2126,1,1,1,1,1,1,1,1
2127,0,0,1,0,0,0,1,0
2128,1,1,1,1,1,1,1,1
2129,0,1,1,0,1,1,1,1
2130,0,0,0,1,0,0,0,0
2131,1,1,1,0,1,1,1,1
2132,0,0,0,1,0,0,1,0
2133,1,1,1,1,1,0,1,1
2134,0,1,1,0,1,1,1,1
2135,1,1,1,1,1,1,1,1
2136,0,0,1,1,0,0,0,0
2137,0,1,1,1,0,0,1,0
2138,1,1,1,1,1,1,1,0
2139,0,1,1,0,1,1,1,0
2140,1,1,1,1,1,1,1,1
2141,1,1,1,1,0,0,0,1
2142,0,0,1,0,0,0,0,0
2143,0,1,1,1,1,0,1,1
2144,0,1,1,1,1,1,1,1
2145,0,1,1,0,1,0,1,1
2146,0,1,1,1,0,0,1,0
2147,0,1,1,1,1,1,1,0
2148,1,0,1,0,0,0,1,1
2149,1,0,0,1,0,1,1,1
2150,0,0,1,1,0,0,0,0
2151,0,0,1,1,0,0,0,0
2152,0,0,1,1,0,0,0,0
2153,1,0,0,0,0,0,1,1
2154,0,0,1,0,0,0,0,0
2155,0,0,1,0,0,0,0,0
2156,1,1,1,0,0,0,0,0
2157,1,1,0,1,0,0,0,0
2158,0,0,1,0,0,0,0,1
2159,0,0,1,1,0,0,0,0
2160,0,0,0,1,0,0,0,0
2161,0,0,1,1,0,0,0,0
2162,0,0,1,1,0,0,0,1
2163,0,0,1,1,0,0,0,0
2164,0,0,1,1,0,0,0,0
2165,0,1,0,1,0,0,1,0
2166,1,0,1,1,0,0,0,1
2167,0,0,0,1,0,0,0,0
2168,0,0,1,0,0,0,0,0
2169,0,0,1,1,0,0,0,0
2170,0,0,1,0,0,0,0,0
2171,0,0,1,1,1,0,0,0
2172,1,0,1,1,0,0,0,0
2173,0,0,1,1,0,0,0,0
2174,0,0,1,1,0,0,0,0
2175,0,1,1,1,1,1,1,1
2176,0,1,1,1,1,1,1,1
2177,1,1,1,1,1,1,0,1
2178,0,1,0,1,1,1,1,1
2179,1,1,1,0,1,1,1,1
2180,1,1,1,1,1,1,1,1
2181,0,0,1,1,0,0,0,0
2182,0,1,1,1,1,1,1,1
2183,1,1,1,1,1,1,1,1
2184,0,1,0,1,1,1,1,1
2185,0,1,1,1,1,1,1,1
2186,0,1,1,0,1,1,1,1
2187,1,1,1,0,1,1,1,1
2188,1,1,1,1,1,1,1,1
2189,0,1,0,1,1,1,1,0
2190,0,1,1,1,1,1,1,1
2191,1,1,0,0,1,1,1,1
2192,1,1,0,0,1,1,1,1
2193,0,1,0,1,1,1,0,0
2194,1,1,0,1,1,1,0,0
2195,0,1,1,1,1,1,1,1
2196,1,1,1,1,1,1,1,1
2197,0,0,0,1,0,1,0,0
2198,0,0,1,0,0,0,0,0
2199,1,1,0,1,1,1,1,1
2200,0,0,0,1,1,1,0,0
2201,0,0,1,1,0,0,0,0
2202,0,1,0,1,1,1,1,0
2203,0,1,1,0,1,1,1,1
2204,0,1,1,1,1,1,0,1
2205,1,1,1,0,1,1,1,1
2206,0,0,1,1,1,0,0,0
2207,0,1,1,0,1,1,0,0
2208,1,1,1,0,1,1,1,1
2209,1,1,1,1,1,1,1,1
2210,0,1,1,0,1,1,1,1
2211,0,0,1,0,1,1,1,1
2212,0,1,1,1,1,1,0,0
2213,1,1,1,0,1,1,1,0
2214,1,1,1,0,1,1,1,1
2215,0,1,1,1,1,1,1,0
2216,1,1,1,1,1,1,1,0
2217,1,1,1,1,1,1,0,0
2218,1,1,0,1,1,1,0,1
2219,1,1,1,0,1,1,1,1
2220,1,1,1,1,1,1,1,1
2221,0,0,0,1,0,0,0,0
2222,1,1,1,1,1,1,1,1
2223,1,1,1,0,1,1,1,1
2224,0,1,0,1,1,1,1,0
2225,1,1,1,0,1,1,1,1
2226,0,1,1,1,1,1,1,1
2227,0,1,1,0,1,1,0,1
2228,0,1,1,1,1,1,0,1
2229,1,1,1,1,1,1,1,1
2230,1,1,1,1,1,1,1,1
2231,0,1,1,0,1,1,0,0
2232,0,0,1,0,0,0,0,0
2233,0,1,1,1,1,1,1,1
2234,0,0,0,0,1,1,1,0
2235,1,1,1,0,1,1,1,1
2236,0,1,1,0,1,0,0,0
2237,0,1,0,0,1,1,1,0
2238,1,0,1,1,0,0,0,0
2239,0,0,1,0,0,0,1,0
2240,0,0,1,0,0,0,0,0
2241,0,0,1,1,0,0,0,0
2242,0,0,1,0,0,0,0,0
2243,0,0,1,1,0,0,0,0
2244,0,0,1,0,0,0,0,0
2245,0,0,1,1,0,0,1,0
2246,0,0,0,0,0,0,1,0
2247,0,0,1,1,0,0,1,0
2248,1,0,1,1,0,0,0,0
2249,0,0,1,0,0,0,0,0
