MediaHistogramaR,MediaHistogramaG,MediaHistogramaB,ValorMedioR,ValorMedioG,ValorMedioB,DesvioPadraoR,DesvioPadraoG,DesvioPadraoB,VarianciaR,VarianciaG,VarianciaB,Status
8.2823E+15,1806.0,2504.4,186315194346,164481272085,138091872792,117570645877,556186348008,586687358426,138228567718,30934325371,344202056537,0
1.01852E+16,1.81064E+16,3.43568E+16,224544378698,17305954142,22250591716,252528681551,180507435133,16435005036,637707350058,325829341383,270109390533,1
4.49916E+15,1.79507E+16,2.79868E+15,937605004468,137601429848,10059025916,199466404839,104851345982,948507916493,397868466595,109938047542,89966726765,0
6.37008E+15,1.0416E+16,2.33929E+15,207916951081,666029579067,21154152446,275887426843,899373355348,998480963443,7611387229,808872432309,996964234357,0
5.86822E+15,2.28454E+15,3.65981E+16,921176580796,124311007026,985991569087,211185661936,238835622483,202267837098,445993838075,570424545667,409122779241,0
4.07532E+16,1.81086E+16,2.72186E+15,93250795334,160989925769,106249204666,24295878247,126373605179,109546468396,590289699792,159702880859,120004287381,0
3.83814E+15,1.41709E+16,2.17326E+15,981706881144,127648793566,10709383378,215929190759,856957977891,82175005169,466254154218,734376975871,675273147453,0
5.61653E+15,2.08813E+16,3.18498E+15,865337328206,113070566139,950310944161,17142061406,313495996305,294581611248,293850269246,982797396995,867783256852,0
351704,1.60783E+16,2.37785E+16,913480801336,146793823038,978080133556,215211169074,834268586422,733704193168,463158472942,69600407429,538321843072,0
6.84538E+15,1.9798E+15,299278125,115337728012,113641322016,105279031967,312857704212,173485436436,206064307817,97879943085,300971966552,424624989561,0
3.57571E+16,1.66136E+15,2.46363E+16,811688781665,130424607961,927370325694,180944231976,103761701798,7586655035,327408150852,1076649076,5755733462,0
5.50119E+15,1.46569E+16,2.47076E+16,133162821358,12501713909,119983520105,343753830985,128315531187,12974245982,118166696317,164648755438,1683310588,0
3.94855E+16,1.74515E+16,2.64493E+16,848039614017,140782122905,102022346369,210081646212,119970560169,944564988108,441342980752,143929353073,89220301676,0
3.90134E+16,1.43407E+16,2.16362E+16,99529588015,126514606742,103327340824,248159756034,898705438488,902753538935,615832645149,807671465169,81496395206,0
4.29354E+15,1.73047E+16,2.79033E+16,952427440633,129253298153,101353562005,20291044219,1059729258,943817639244,411726475496,112302610026,890791736148,0
34492,1.47478E+16,2.36746E+16,878081587652,133006615215,985314222712,191721332716,659173695098,584121438115,367570694184,434509960309,341197854465,0
3.87227E+16,1.75784E+16,2.81993E+16,864466800805,132908115359,913514419852,164362988197,604632460098,580701166177,270151918891,365580411804,3372138444,0
8.37132E+15,1.99536E+16,3.62648E+15,124324270353,121582949309,11772764977,432732866468,21611327371,300626248406,187257733722,467049470737,903761412304,1
1.10039E+16,1298875,3.55274E+16,235240647118,50806875632,238946410516,108721184012,269347569593,382682844869,11820295853,725481132457,146446159757,0
7.06829E+15,1.49147E+16,2923375,172044444444,920265795207,163892810458,335543487642,156009723372,188560908764,112589432099,243390337865,355552163137,0
462327731092437,1.55028E+16,2.37935E+15,109284494087,135848883049,102878449409,210850510668,855581231153,764016042463,444579378489,732019243101,583720513141,0
6.14271E+15,1.65544E+15,2.84577E+16,117232313871,110920914427,107416126043,350774389354,131386519632,170343725397,123042672226,172624175409,290169847822,1
4.2833E+16,1.87715E+16,3.09706E+16,811588921283,113106705539,914655976676,14903659556,943166446484,853001430553,22211906816,889562945773,727611440525,0
865016,1.40841E+16,3.21357E+16,208190677966,729588377724,205006658596,23931739798,108699549262,13522754626,572728169758,118155920097,182864892676,0
9385625,1.47415E+16,3.19946E+16,223778187404,503001536098,232371428571,145414060146,800578384622,113490437609,21145248888,640925749923,128800794286,0
3.2406E+16,1.36052E+16,22883625,872551159618,110777626194,943724420191,153386196072,418641556788,402588280168,235273251453,17526075307,162077323329,0
414900826446281,1.68022E+16,2.72153E+16,944789343247,140472738538,101723048327,21811328863,989011779756,834526933419,47573406677,978144300496,696435202602,0
3.97989E+15,1.50619E+15,2.46644E+16,93747883349,107087488241,953791157103,161453427032,509528079298,506043690178,260672091004,259618863594,256080216369,0
8.67629E+15,1.49099E+15,3.34381E+16,208681252681,622814242814,208884169884,170603462539,79832786853,13867734948,291055414304,637327385671,192314072587,0
605025641025641,1.8582E+15,3.18422E+15,106510965688,115832507959,997679518925,236880774316,164653465953,152236840248,561125012403,271107638504,231760555288,0
667.4,1.42895E+16,2.48452E+16,187635978836,797100529101,179299470899,284907258041,663687090802,12868994715,811721456846,440480554497,165611024974,0
8.0899E+15,1.16194E+16,2.34494E+16,231353719008,591925619835,226594214876,262096223619,716103437401,113913289809,686944304351,512804133058,12976237595,0
6.79561E+15,1.63947E+15,2.91724E+16,155552575564,984303959132,140559386973,31907384846,128964796349,181634439618,101808120771,166319186973,329910696552,0
7.88941E+15,1.34071E+16,2.84881E+16,197967144564,841774193548,178517323775,24079879922,119165024502,142820796721,579840617056,142003030645,203977799761,0
4.03535E+15,1.68902E+16,2.64507E+16,946510816469,122429169574,996545708304,162092376896,6472055784,611303535538,262739386478,418875060712,373692012561,0
5.43238E+15,1.4796E+16,2.58181E+16,112243995823,101395753568,111132613992,363400708785,127872085624,189855220473,132060075145,163512702819,360450047407,0
3992578125,1.58935E+16,2.31138E+15,103979686057,142880886427,104945521699,236558807779,805299717092,718315937301,559600695377,648507634349,51597778578,0
3.82589E+15,1.59204E+16,2.62547E+15,90906589428,140767559739,976755973932,192172485814,847989614722,673366666559,369302643039,719086386676,453422667632,0
3.35648E+15,1.42751E+16,2.04174E+16,967602996255,15311360799,107689138577,237784714034,680613445116,709141449575,565415702282,463234661673,502881595506,0
4.15529E+16,1.59107E+16,2.54037E+16,102705934455,122379096546,986527900797,185082360294,604789010051,54311867369,34255480092,365769746678,294977893711,0
4.08266E+15,1.67005E+16,2.54134E+16,954874851013,140340882002,100483313468,248955294797,115922862952,103267082499,619787388073,134381101549,106640903278,0
9.63495E+15,1.43545E+16,3.45476E+16,215076392573,640610079576,216310344828,189147045302,796703196984,103280368332,357766047464,634735984085,106668344828,0
6.01704E+15,1.05631E+16,2.38464E+15,190105392157,807193627451,190343137255,424355759732,113578199232,123217528038,180077810818,129000073407,151825592157,0
3.85419E+15,1.50026E+16,2.31717E+15,930464259396,133364775239,100088430361,208383623043,100019119985,842290560529,434237343527,100038243626,709453388357,0
7.04355E+15,1.92196E+16,3.22578E+15,136084839204,111088514548,116498928025,328507297326,128476979233,159508565483,107917044396,16506334193,254429824625,0
6.74205E+15,1.57945E+16,2.59439E+16,156459066101,991109763493,138996967859,346346913912,805793206305,156506772532,119956184776,649302691328,244943698484,0
6.29988E+15,1.40985E+16,2.36814E+16,171922633745,122951440329,153386831276,374505075602,116314063422,130501731379,140254051652,135289613498,17030701893,0
6.67405E+15,1288968,2.66129E+16,216598786244,204223870533,208697235334,447208942239,289406248636,224725055538,199995838019,837559767498,505013505866,0
3.10847E+16,1.43935E+16,2.21018E+16,832569360676,144515078408,946176115802,22145376474,767410621193,65488761087,490417699177,58891906152,428877782871,0
6.17774E+15,2.01916E+16,3.25043E+15,116006058074,144461458116,126620012534,18866117775,127093966774,114254181665,355930399899,161528763902,13054018028,0
6.33784E+15,1.90158E+16,2.96895E+16,131515973742,132583369803,125330853392,16370955053,821969201401,838238554849,268008169347,675633368053,702643874836,0
464485,1.80908E+15,3.05016E+15,86717370892,132623286385,121953239437,294418935755,211358328733,194553626453,866825097313,446723431249,378511135662,0
328671875,1.00013E+16,1.99992E+16,872366034625,129192085738,436413849959,416096084765,648855979737,136988065264,173135951756,42101408244,187657300247,0
7.41979E+15,1.63641E+16,2.71368E+16,173471799902,118267287886,136204021579,243381858825,107349118678,121433237914,592347292052,11523833281,147460312702,0
9.6923E+15,1.73754E+16,3.35506E+15,219326492537,126616044776,222373507463,344484544583,17535500877,183889073058,118669601456,307493791007,338151911903,1
6.45833E+15,1.58818E+16,2.65843E+16,148728603104,127620399113,134121507761,225646733014,108904594101,143996482835,509164481197,118602106164,207349870687,1
5.5662E+15,1.16619E+15,2.13829E+15,164102015113,130685138539,163652392947,344002360863,103590795182,10845773649,118337624279,107310528463,117630806045,1
53172,1.24257E+16,2.1469E+15,168804775281,132259831461,172179775281,372424840424,744606561333,11004267303,138700261765,55443893118,121093898876,1
8.40088E+15,1.4037E+16,2.85851E+15,194710876804,108761931188,159870144284,311977542557,143660532801,151852547353,973299870596,206383486848,230591961376,1
8.48755E+15,1.30264E+15,2.61416E+16,228121164437,548882769473,20438945712,235595791392,11018004063,128481913853,555053769218,121396413533,165076021873,1
773.8,1.22032E+16,2.36648E+15,224310251799,123451438849,23101618705,304818020237,117899507111,106331355142,929140254613,13900293777,113063570863,1
3.03287E+15,1.29499E+16,2.17053E+16,87384097035,122276280323,11981671159,237404976691,653197031939,630500652479,563611229575,426666362534,397531072776,0
1.13509E+16,1.40737E+16,3.16223E+16,234434150077,379471669219,212250382848,170114553987,76502768219,110131154757,289389614783,585267354518,121288712481,1
3.06311E+15,1.31991E+15,2.26245E+15,895535864979,13548185654,125039662447,305073118061,107866948595,10277943062,930696073635,116352785992,105636113586,0
8.08992E+15,1.58368E+16,2.62273E+15,230395845355,148042123485,234806693595,297545299793,114408562835,116801893921,885332054291,130893192499,136426824235,1
8341328125,1.55301E+15,2.62694E+16,223076877934,129278169014,235208920188,269050552979,973692019012,105015695228,723882000581,948076147887,110282962441,1
8.65199E+15,1.68838E+16,3.10293E+16,205291290206,121751716661,213809179617,377482445619,181526979519,208147189432,142492996751,329520442935,433252524684,1
5.06206E+15,1.68272E+16,2.63406E+16,117564505119,143155631399,129950170648,182063289125,658135636507,700235219378,331470412468,433142516041,490329362457,0
7.47777E+15,1.78569E+16,3.07515E+16,154821631879,144901057197,148460829493,36905102872,191895880255,250032449691,136198661799,368240288588,625162258986,1
5.38585E+15,1.27671E+16,2.32092E+16,17015915493,138407042254,18064084507,322809632013,765364857299,101744258585,10420605852,585783364789,103518941549,1
8.64677E+15,1.54627E+16,2.50303E+15,19670525127,124627893845,134683229814,164813626269,792233413865,968842243054,271635314039,627633782044,938655291925,0
8.4659E+15,1.63056E+16,2.51683E+16,233908084164,130825027685,237369878184,242859800549,125526519459,104963085005,589808827227,157569070875,110172492137,1
9.88919E+15,1.2764E+16,2.62605E+16,220484599589,779691991786,186258726899,212581007387,105907274348,130141184904,451906847016,112163507598,169367280082,1
6.34605E+15,1.33428E+15,2.54682E+15,174370669746,129475750577,206249422633,264423643355,698058730167,111818340388,699198631653,487285990762,125033412471,1
6.08252E+15,1.74191E+16,2.85417E+16,127192426244,132583003082,125036547776,169540123147,837050837117,879141607783,287438533567,700654103919,772889966535,0
7.87556E+15,2.34361E+15,3.54052E+15,131396357442,146866483229,123802083333,184964726181,215991015851,200042072918,34211949931,466521189282,400168309375,0
5.71404E+15,1.80387E+16,2.77912E+15,126456367925,147839033019,125968160377,173256947917,688409076069,692189483206,300179700016,473907056014,47912628066,0
1.02274E+16,1.39825E+16,3.11208E+16,202930731707,979351219512,161711219512,212016585166,137921730384,170352606142,449510323855,190224037122,290200104195,1
529.0,1.38904E+16,2.33637E+16,141126220363,131148535565,127285913529,231673036162,863799375969,106452842867,536723956844,746149361925,113322077545,1
6.52228E+15,1962375,3.07777E+16,134704576043,130140982503,126524899058,164537630415,972830883726,981163165569,270726318225,946399928331,96268115747,0
5.31873E+15,163848,2.50909E+15,136455371248,144473933649,125664691943,218793181877,108687408637,107755850118,478704564357,118129527962,116113232346,0
5.84603E+15,1.81849E+16,2.77492E+16,130428197674,141622093023,129942732558,245818652718,130262762174,157712577758,60426810024,169683872093,248732571831,1
6.97535E+15,139251376146789,2.14223E+16,234686206897,136070114943,239172413793,245162234459,593161633106,700330020727,601045212049,351840722989,490462137931,1
6.09086E+15,1.35066E+16,2.42584E+16,182841779975,158757725587,195919653894,373266036126,989709307936,116611139155,139327533725,979524514215,13598157775,1
7.71647E+15,1.68009E+16,2.70304E+16,182929350948,124342906376,133350373349,187916767931,807721663009,857714563394,353127116695,652414284894,735674272257,0
5.04244E+15,1.71423E+16,2.6288E+16,121007830854,138609240407,124180109632,221092879155,5939882246,621429460828,488820612131,352822010963,386174574785,0
9.80559E+15,1.70019E+15,3.36226E+16,227976181752,107880175889,233122022719,291250412746,212162433468,134216406092,848268029247,450128981752,180140436643,1
736568345323741,1.93688E+15,3.00597E+16,143248265896,14116416185,131539306358,209839722733,126048036719,16418756513,440327092369,158881075607,269575565434,1
5.87102E+15,1.69357E+16,2.7071E+16,133726522593,143429469548,140735559921,28568145942,112634967474,168584786734,816138962564,126866358978,284208303183,1
4.80767E+16,2.21268E+16,3.66945E+16,770744558992,142170184912,126533136966,2607102983,296194598455,279946532029,679698596394,877312401538,783700607953,0
524172972972973,1.2525E+16,2.18157E+16,153526912181,137731586402,138855524079,352037973717,125025728202,123768676446,123930734939,156314327125,153186852691,1
1.01218E+16,1.76853E+16,3.32887E+15,215987110634,130628893663,226608754028,364182035272,18145129184,214498507095,132628554815,329245713104,460096095462,1
725.1,1.60408E+16,2.77908E+15,171989304813,136398395722,176162433155,347239864245,123891910799,156621822513,120575523321,153492055615,245303952874,1
8.28796E+15,15095125,2.83335E+16,225176767677,109891694725,232759259259,319287165338,138068392367,117725176671,10194429395,190628809708,138592172222,1
8.7263E+15,1.26406E+16,2.94862E+15,243389904265,321993037424,243475195822,140285461454,530099386382,472546868661,196800106953,281005359443,223300543081,1
8.03165E+15,1.45848E+16,2.70519E+16,215334248456,123178448868,222532601235,358588728946,108631560943,135951193501,128585876527,118008160329,184827270144,1
6.73022E+15,1.26456E+16,2.42972E+16,205021563342,104588948787,207750673854,336361067186,791863390605,957909638047,113138767518,62704762938,917590874663,1
800310606060606,1728184,2.55918E+16,227924162257,14075249853,228372721928,339417942222,989803415776,151964525278,115204539502,979710801881,23093216943,1
4.2726E+16,84106,1.71406E+16,143621983914,37745308311,97927613941,394825681742,118184923259,133277908565,155887318963,139676760858,177630009115,0
5.59759E+15,1.37333E+15,2.42788E+16,141367477593,138005121639,12809475032,158816660389,543895191662,478446432191,252227316173,295821979513,228910988476,0
4.80925E+15,1.47022E+16,2.49149E+16,120321201092,134890809827,122030027298,197060660955,621921938172,59545445594,38832904096,386786897179,354566009099,0
7.82721E+15,1.49087E+16,2.92406E+15,18520476545,1218637379,187626209978,364180317645,113491764637,149086899405,13262730376,128803806404,222269035741,1
3.68583E+16,1.32527E+16,2.07089E+16,105092411721,124532682194,13115026296,432280103817,145657520517,147807305212,186866088156,212161132832,218469994741,0
5.52909E+15,1.59664E+16,2.51814E+15,142384439359,151167048055,124081235698,160515056422,48078437057,478826933521,257650833381,231153610984,229275232265,0
5.5243E+15,1.87903E+16,3.03846E+16,130135849057,174561792453,177845754717,519701423509,208822937083,232320006926,270089569598,436070190519,539725856179,1
5.82119E+15,1.83496E+16,3.09596E+15,118907601978,147906674907,14500710754,453346346811,217769552872,238784983542,205522910167,474235781582,570182683653,1
5.39691E+15,1.43532E+16,2.31392E+16,16810428101,206152579583,220941822173,468165616284,111584935876,100910649417,21917904427,124511979144,101829591658,1
3.95423E+16,1.63643E+16,2.55725E+16,918852380952,152849047619,132758571429,297540340793,142349610048,130619393496,885302543991,20263411481,170614259571,0
7.2458E+15,1.53651E+16,2.33989E+15,216774979009,198540722082,236199832074,310408264838,159237614117,938793076224,963532908795,253566177498,881332439966,1
3.12856E+16,1.29929E+16,1.95422E+15,102313106796,160658980583,151321601942,367511181133,107130909337,115179675963,135064468258,114770317354,132663577549,0
5.11511E+15,2.04447E+16,3.25174E+16,103999696602,16275151699,153607099515,410890763648,21671643898,23752793928,168831219651,469660149242,564195219387,1
5.37686E+15,1.45027E+16,2.20468E+15,189617675312,16646493756,205833813641,593654553259,112704435149,165672153658,352425728605,127022897022,274472624976,1
7.87065E+15,1.6051E+15,2.6653E+16,218833333333,175485333333,234798,308315458941,14130841013,933992395044,950584222222,199680667733,872341794,1
6.88979E+15,1.46811E+16,2.15705E+16,22066062603,195458813839,236885502471,334271464069,127692186162,966047144214,111737411691,163052944069,933247084843,1
6.22013E+15,1.31728E+15,2.36933E+16,215534623218,161788187373,225971486762,397291276947,134301300923,108030421717,157840358738,180368394297,116705720163,1
3.22083E+15,1.5973E+16,2.5005E+15,812219917012,142906639004,128470954357,273594198881,101009227116,988657817489,748537856614,102028639627,977444280083,0
4.49023E+16,1.97522E+15,3.11282E+15,965363818425,15857576769,150957276368,372815355816,201660799382,207065268246,138991289532,406670780073,428760253138,1
6.69833E+15,1.27212E+16,2.29772E+15,207698569857,160559955996,216319031903,372290417431,154638998393,114393246337,138600154911,23913219824,130858148075,1
7.90567E+15,1.86332E+15,2.73858E+16,200601728723,205907579787,235921542553,313923612166,950590423679,884050192026,985480342756,90362215359,781544742021,1
4.85178E+15,1.26144E+16,2.16764E+15,167641200546,17527148704,202111869031,503144903002,120397964023,124007129905,253154793417,144956697408,153777682674,1
633858407079646,1.76555E+15,273578125,166717490842,194978937729,208095695971,515201989793,195743583066,234110593514,265433090286,383155503114,548077699954,1
8.46615E+15,1.85707E+15,2.90758E+15,229763594164,178383952255,239229774536,287099764234,190087542551,126559383937,824262746233,361332738329,160172776625,1
7.50412E+15,1.86607E+16,3.07321E+16,181932487878,169632972771,207280865349,535284604319,228954162338,251492097458,286529607621,524200084521,632482750839,1
6.80235E+15,1.51473E+15,2.28791E+15,22721877551,166055510204,235168163265,316201094392,135769666174,101229707022,99983132095,184334022531,102474535837,1
705703196347032,1.91977E+15,2.85123E+16,181942869603,192645006542,21395551679,55079712746,188986429019,221913394429,303377475618,357158703532,492455546271,1
5.35779E+15,2229.1,3.53662E+16,998745881836,165641335383,158537667472,409802719671,264508398745,283728211323,16793826905,699646930068,805016979003,1
7.07015E+15,1506875,2.28012E+15,187903006239,16223028928,201583664209,456463657442,23248579532,243403048657,208359070565,540496450255,592450440953,1
4.89372E+16,1.58675E+16,2.71299E+15,11294109462,142506029685,147600185529,482935880723,197407571324,220175960539,233227064889,389697492161,484774535993,1
6.3542E+15,1.48665E+16,2.4278E+16,187439393939,206082887701,229142602496,3861596627,116575095601,100276875879,149119285097,135897529144,10055451836,1
5.45473E+15,1.42035E+16,21127875,203407574391,175008115419,217882777277,54870186803,114617927348,154591744962,30107373998,131372692696,238986076105,1
4.4609E+15,1.73823E+16,2.61664E+16,122935406699,185520733652,184768740032,537243523464,149750491182,169687328184,288630603504,224252096093,287937893461,1
3.11161E+15,1.32048E+16,2.1058E+16,965408163265,146119387755,140445918367,364359007661,117752835704,117750844314,132757486464,138657303163,138652613367,1
9.90168E+15,1.8759E+16,3.08611E+15,241705832866,16214946719,245458777342,171369923125,134680040614,816648908815,293676505518,181387133399,666915440269,1
3.65571E+16,1.43606E+16,2.27685E+16,997139479905,152102442868,14500394011,360291796103,118917647237,131954423204,129810178339,141414068243,17411969803,1
610078947368421,1.49508E+16,2.35491E+15,190633900929,19393498452,224506965944,416639756781,159061828818,135684595194,17358868693,25300665387,184103093731,1
8.39842E+15,1.62513E+16,27529375,2346360601,170838898164,24148163606,204781597533,822827993779,578772058753,419355026881,677045907346,334977095993,1
7.42107E+15,1.67986E+16,2.56481E+16,211446593776,202783010934,235554247267,338044624421,110083060315,86604719909,1142741681,121182801682,750037751051,1
3.11353E+15,1.37302E+16,2.22928E+15,882971428571,147765714286,141142040816,35807898342,123949415489,127662495859,128220558367,153634576,16297712849,1
8.2517E+15,1.68443E+16,2.74935E+16,206281287247,216356773937,232856575288,39914603164,211607552252,151524031879,159317554574,4477775617,229595322368,1
6.30724E+15,204373,3.36433E+16,121398155682,15611554109,155392188771,450555679798,224489393502,267915600424,203000420598,50395487795,717787689504,1
6.85885E+15,182032,2.46909E+16,191768251273,224343803056,242483022071,238363786653,700592434845,673902189076,568172947876,490829759762,454144160441,1
4.29813E+15,1.74638E+15,2.81843E+16,110060206422,16663016055,160928899083,376664401032,16554239498,172713438489,141876071005,274042845356,298299318349,1
704827380952381,1.58998E+16,2.68259E+15,209188987084,181532290959,227891910265,415649791602,11728257399,121747353718,172764749258,137552021618,148224181373,1
4.81284E+16,1.98162E+16,3.00224E+16,100651402773,15718606901,142444372783,367471649653,189972514806,206289254551,135035413299,360895563818,425552565431,0
3.74954E+16,1.55631E+16,2.38908E+15,111441330998,169794220665,160128721541,471314773283,142290078426,156293892329,222137615515,202464664186,244277807793,1
7.0572E+15,1.99205E+16,3.26579E+16,15556331007,172148554337,189877367896,617985723071,243386700463,288740190288,381906353919,592370859621,833708974875,1
3.30098E+15,1466.2,2.24076E+16,91482791587,164853728489,146893881453,28136331416,98818045946,102330113888,791653145553,976500620459,104714522084,0
7.46307E+15,1.755E+15,2.96611E+15,199897414512,167600500417,218397414512,469502458955,212451859945,207550771234,220432558965,45135792794,430773226397,1
6.25769E+15,1.68866E+16,2.58318E+16,181796875,186909505208,218143880208,489799506242,157916193635,151558609207,239903556315,249375242122,229700120247,1
3.64227E+16,1.52929E+16,2.49624E+16,92663880597,147441791045,140508656716,328774818803,12755653941,133932170313,108092881479,162706707463,179378262448,0
3.86806E+15,1.25307E+16,2.06096E+16,131054590571,155161290323,163885856079,440533119111,110893058045,126520887555,194069429034,122972703226,160075349876,1
3.54141E+16,1.44559E+16,2.40214E+16,101605797101,150965217391,150424637681,413556819574,132240324048,138884310212,171029243016,174875033043,192888516232,0
5.38155E+15,1.98579E+16,3.201E+16,10353978979,154229229229,148049049049,381884278857,219004064483,235115001359,145835602438,479627802603,552790638639,1
5.27561E+15,1.86098E+16,3.06168E+15,112685413643,146988026125,152782293179,459112866937,225840266668,24137264501,210784624587,510038260486,582607537591,1
8.24418E+15,1.99526E+16,3.08043E+15,213478210003,181278443989,226772448084,416064203775,244060298314,220568786654,173109421663,595654292132,486505896461,1
3.83304E+16,1.86798E+15,2.74784E+16,924869215292,159261971831,141181086519,310081499312,168319115264,167074070731,961505362153,283313245634,279137451107,0
3.9982E+15,1.88038E+16,2.86533E+16,862921389397,151765265082,14095904936,324236444126,192491488128,199568620117,1051292717,370529730018,398276341353,1
3.47978E+16,134992,2.10699E+15,110764982374,16251586369,159897767333,426143170702,123329661308,129345819637,181598001936,152102053584,167303410576,1
8.82405E+15,1.53998E+15,2.63335E+16,237381243629,186266055046,246806320082,175687208985,555285115624,41395072269,308659954009,308341559633,171355200815,1
7.31831E+15,1.89681E+16,3.05682E+15,183115754561,16808291874,200697844113,560037448453,264951717683,29750549131,31364194367,701994127032,885095173599,1
4.93611E+15,1.47057E+16,2.53415E+16,121360301508,133242713568,133384924623,400503493659,133672576445,128553224298,160403048433,178683576935,165259314774,1
3.11023E+16,1.46905E+15,2.40787E+15,84946714032,144721136767,130721136767,249983445783,858128450143,832483295295,624917231654,736384436945,693028436945,0
4.63667E+15,1.7991E+16,2.78867E+15,10488774003,1505683161,14263774003,383428802664,186325960658,191480641919,147017646712,347173636152,366648362297,1
7.49172E+15,2.08135E+16,3.4446E+16,167331110541,18083765068,199898435496,635850905763,328207102801,340333832883,40430637436,107719902329,115827117805,1
4.14419E+15,1.80783E+16,2.84653E+15,970525059666,157190930788,152514558473,426226167418,181368289061,198076028483,181668745792,328944562768,392341130597,1
3.49856E+16,1.3964E+16,2.33038E+15,933351762267,130444367657,132848652384,348423682973,133298959921,133111000855,121399062856,17768612716,177185385487,1
6.64927E+15,1.57648E+16,2.3088E+15,205768452983,214103134479,236210313448,359632996803,947413046291,782165107124,12933589239,897591480283,611782254803,1
7.41461E+15,1.36121E+16,2.33262E+16,23420221328,17939637827,239735412475,235108681391,114329166312,712725342247,552760920655,130711582696,507977413481,1
7.34954E+15,1.94178E+16,303925,170947979364,182736457438,176528374893,398213157828,181573441021,210408688681,158573719067,329689144841,442718162726,1
6.45718E+15,1.40776E+15,207948031496063,211446280992,201451790634,223012396694,349510362931,849802219738,951068287995,122157493796,722163812672,90453088843,1
5.03914E+16,1.50417E+16,2.46464E+16,137716558633,157882144962,154919269299,315184063358,11686446975,118402953506,993409937951,136573042899,140192593989,0
9.30335E+15,1.80382E+15,3.14429E+15,216016709148,189492495044,227895497026,355987026951,302679146145,223910750934,126726763358,916146655112,50136024384,1
7.98929E+15,1.69248E+16,2688.0,169686889819,160093793584,151147140865,360105014662,232232249473,237658492517,129675621585,539318176953,564815590656,1
4.4321E+16,1.4246E+16,2.22419E+15,129834355828,170501022495,154200408998,323358393866,104892254193,105592458056,104560650884,110023849898,111497671984,0
8.76729E+15,1.95967E+16,3.12872E+16,219367238822,199828141555,229007204916,376494312391,251164560056,245442574853,141747967263,63083636228,602420575503,1
8.24432E+15,1.75394E+15,2.61039E+16,211482246611,219289218851,233320206585,255013102586,115829116804,104645553061,650316824908,134163842995,109506917753,1
8.85288E+15,1874125,2.86944E+16,223294567063,203252122241,232079796265,283846485391,17077822576,138043507573,80568827269,291652023939,19056009983,1
7.05638E+15,2.28561E+16,3.41653E+15,130744994333,166727805062,155975066113,397889638444,249822432281,285765335699,158316164381,624112476709,816618270873,1
5.82258E+15,1.51941E+16,2.29318E+15,171123304562,188199753391,1765351418,339501642007,925909088383,116498487048,115261364925,857307639951,135718974846,1
5.83113E+15,1383416,2.23028E+16,172870460048,164652542373,160296610169,239519580507,660060057617,73308685059,573696294461,435679279661,537416330508,0
6.16588E+15,1.83324E+15,2.89544E+15,149876923077,175143589744,159900512821,298177065064,13307485844,134446967221,889095621302,177089179487,180759869949,1
5.54852E+15,1.80657E+15,2.74635E+16,140451980792,178010804322,166831332533,433924181841,125011671676,159994300037,188290195586,156279180552,255981760444,1
8.14441E+15,1.71585E+16,2.65981E+16,231013348481,184508946322,231297074695,29784535217,22613159815,206382539471,887118538092,511354996819,425937525987,1
7.07898E+15,1.43982E+16,2.59523E+16,199372191011,215165730337,225985252809,368953570619,158271124582,121518586657,136126737273,250497488764,147667669031,1
6.87743E+15,1.65476E+16,2.42689E+15,209152288072,198159789947,222674418605,422206017122,14086720572,139296327937,178257920894,198435696474,194034669767,1
5.33313E+15,1.53993E+16,2.70791E+15,118192866162,148799558081,145633838384,301717995318,206130097739,183098914593,910337486987,424896171938,335252125253,1
8.67987E+15,2.34482E+15,3.77453E+16,159710922467,156510016978,144160045274,210482661325,191984318722,194669866594,443029507185,36857978635,378963569598,0
6.72698E+15,173084375,2.84219E+16,153285796105,159394902635,145513745704,289698997296,161449757797,168721733639,839255090346,260660242927,284670234021,0
6.67261E+15,1.93163E+16,3.00387E+16,140082268779,159984925907,143857179356,234989726205,153749019855,153890323388,552201714219,236387611063,236822316326,1
6.73464E+15,1.56383E+16,2.48621E+15,192705434783,196040217391,198188043478,380325828963,102701777587,122150663874,144647736177,105476551196,149207846848,1
6.68155E+15,1.8141E+15,2.73639E+15,162703301673,173227951153,164139755767,404115047694,168623993329,204082527804,163308971773,284340511262,416496781547,1
7.32576E+15,1.57485E+15,2.62315E+16,195718104496,172554070474,192764277035,453246638397,156856771857,206635053645,205432515218,246040468773,426980453949,1
4.81907E+15,1547175,2.43233E+15,130244043321,157932129964,140768953069,298037808441,110834905162,113840066101,888265352605,122843762022,129595606498,0
7.43213E+15,1.62361E+16,2.50877E+16,222023629965,174019105078,227894922071,374539629555,181649752931,166467805858,140279934107,329966327401,277115303871,1
5.5915E+15,1.97216E+16,3.01989E+16,127494719472,168884488449,153231683168,318366572428,164559581032,166458564166,101357274439,270798557096,277084535842,1
8.39346E+15,1.58617E+16,2.74761E+16,234213740458,207391857506,246187022901,191435614115,687387305591,356358678348,366475943515,472501307888,126991507634,1
468290780141844,1.25774E+16,2036.5,146725231176,160212681638,154767503303,283010996814,876051801126,864699416318,800952243176,767466758256,747705080581,1
5.56735E+15,1.57591E+16,2.42581E+15,155371687587,169987447699,155094142259,300641444712,110721532416,114995664735,903852782787,122592577406,132240029079,0
